,ECO_Code,Opening,Moves
297,D17,"Baarn Variation, Slav; Bled Attack",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Nh4
298,D16,"Steiner Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bg4
299,D16,"Soultanbeieff Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6
300,D16,"Smyslov Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Na6
301,D15,"Alekhine Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e3
302,D15,"Alekhine Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e3 b5 6. a4 b4
303,D15,"Geller Variation; Geller-Tolush Var, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4
304,D15,"Schlechter Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 g6
305,D15,"Suchting Variation, Slav",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 Qb6
306,D20,Queen’s Gambit Accepted; D20,1. d4 d5 2. c4 dxc4
307,D20,"Old Variation, QGA",1. d4 d5 2. c4 dxc4 3. e3
308,D20,"Korchnoi Gambit, QGA",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bc4 exd4 5. Qb3 Qe7 6. Kf1
309,D20,"Novikov Gambit, QGA",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bc4 exd4 5. Qb3 Qe7 6. Nd2
310,D20,"Christensen Gambit, QGA",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bc4 exd4 5. Qb3 Qe7 6. Nf3
311,D20,"Saduleto Variation, QGA; Central Variation, QGA",1. d4 d5 2. c4 dxc4 3. e4
312,D20,"Greco Variation, QGA",1. d4 d5 2. c4 dxc4 3. e4 b5
313,D20,"Rubinstein Variation, QGA",1. d4 d5 2. c4 dxc4 3. e4 c5
314,D20,"Yefimov Gambit, QGA",1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 b5
315,D20,"Linares Variation, QGA",1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 Nf6 5. Nc3 b5
316,D20,"McDonnell Defense, QGA",1. d4 d5 2. c4 dxc4 3. e4 e5
317,D20,"Somov Gambit, QGA",1. d4 d5 2. c4 dxc4 3. e4 e5 4. Bxc4
318,D01,Betbeder; Veresov; Levitzky; Parisian,1. d4 d5 2. c4 dxc4 3. e4 f5
319,D20,"Versov; Betbeder; Schwartz Defense, QGA",1. d4 d5 2. c4 dxc4 3. e4 f5
320,D20,"Modern Defense, QGA",1. d4 d5 2. c4 dxc4 3. e4 Nc6
321,D20,"Alekhine System, QGA",1. d4 d5 2. c4 dxc4 3. e4 Nf6
322,D20,"Gunsberg Defense; Prianishenmo Gambit, QGA",1. d4 d5 2. c4 dxc4 3. Nc3 c5 4. d5 Nf6 5. Nc3 e6 6. e4 exd5 7. e5
323,D21,"Blackburne’s Move, QGA; Normal Variation, QGA; D21",1. d4 d5 2. c4 dxc4 3. Nf3
324,D21,"Alekhine Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 a6
325,D22,D22,1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e3
326,D22,"Haberditz Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e3 b5
327,D22,"Alekhine Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e3 Bg4
328,D22,"Borisenko-Furman Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e4
329,D21,"Slav Gambit, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 b5
330,D21,"Gunsberg Defense, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 c5
331,D21,"Prianishenmo Gambit, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 c5 4. d5 Nf6 5. Nc3 e6 6. e4 exd5 7. e5
332,D21,"Rosenthal Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 e6
333,D21,"Godes Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nd7
334,D23,D23,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6
335,D25,D25,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3
336,D25,"Flohr; Winawer Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Be6
337,D25,"Larsen; Janowski; Modern Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Bg4
338,D26,Traditional System QGA; D26,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6
339,D26,"Classical Defense, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5
340,D27,"Rubinstein Variation, QGA; D27",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6
341,D27,"Furman Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. dxc5 Bxc5
342,D27,"Russian Gambit, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. e4
343,D28,"Alekhine System, Classical Defense, QGA; D28",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2
344,D28,"Accelerated Fianchetto, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5
345,D29,D29,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5 8. Bb3 Bb7
346,D29,"Smyslov Variation, Classical Defense, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5 8. Bb3 Bb7 9. Rd1 Nbd7 10. Nc3 Bd6
347,D28,"Counter Fianchetto Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 Nc6 8. dxc5
348,D28,"Four Knights Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 Nc6 8. Nc3
349,D26,"Steinitz Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O cxd4
350,D26,"Development Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O Nc6
351,D25,"Smyslov Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 g6
352,D24,"Showalter Variation, QGA; D24",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Nc3
353,D24,"Bogoljubow Defense, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Nc3 a6 5. e4
354,D23,"Mannheim Variation, QGA",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Qa4+
355,D08,"Albin Countergambit; Cavalotti Var, QGD; D08",1. d4 d5 2. c4 e5
356,D08,"Lasker Trap, QGD",1. d4 d5 2. c4 e5 3. dxe5 d4 4. e3 Bb4+ 5. Bd2 dxe3
357,D08,"Normal Line, Albin Countergambit, QGD",1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3
358,D08,"Tartakower Defense, QGD",1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 c5
359,D09,"Fianchetto Variation, Albin Countergambit; D09",1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3
360,D08,"Alapin Variation, QGD",1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2
361,D30,D30,1. d4 d5 2. c4 e6
362,D31,"Queen’s Knight Variation, QGD; D31",1. d4 d5 2. c4 e6 3. Nc3
363,D31,"Janowski Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 a6
364,D31,"Alapin Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 b6
365,D31,"Alatortsev; Petrosian, Charousek Var, QGD",1. d4 d5 2. c4 e6 3. Nc3 Be7
366,D31,"Miladinovic Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 Be7 4. e4 dxe4 5. f3
367,D32,"Tarrasch Defense, QGD; D32",1. d4 d5 2. c4 e6 3. Nc3 c5
368,D32,"Schara-Hennig; Duisburg Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4
369,D32,"Von Hennig Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4 5. Qxd4 Nc6 6. Qd1 exd5 7. Qxd5 Be6
370,D32,"Tarrasch Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. dxc5 d4 6. Na4 b5
371,D32,"Marshall Gambit, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. e4
372,D32,"Two Knights Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3
373,D32,"Grunfeld Gambit, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. dxc5 d4 7. Na4 b5
374,D33,"Lodz; Schlecter; Rubinstein Var, QGD; D33",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3
375,D33,"Folkestone; Swedish Var, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 c4
376,D33,"Prague Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6
377,D34,D34,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7
378,D34,"Rubinstein; Normal Position, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O
379,D34,"Carlsbad Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5
380,D34,"Endgame Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 Be6
381,D34,"Bogoljubow Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 Be6 10. Rc1 c4
382,D34,"Advance Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 c4
383,D34,"Spassky Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 cxd4 10. Nxd4
384,D34,"Reti Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. dxc5 Bxc5 10. Na4
385,D34,Classical Tarrasch Gambit,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. dxc5 d4
386,D33,"Wagner Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Bg4
387,D32,"Symmetrical Variation, Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 c5 4. e3 Nf6 5. Nf3 Nc6
388,D31,Semi-Slav Defense,1. d4 d5 2. c4 e6 3. Nc3 c6
389,A84,"Slav Stonewall, Dutch",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 f5
390,D31,"Portisch Gambit, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 f5 5. g4
391,D31,"Marshall Gambit, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4
392,D31,"Gunderam Gambit, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. f3
393,D31,"Tolush Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Bd2 Qxd4 7. Bxb4 Qxe4+Be2 8. c5 Bxc5 9. Qxg2
394,D31,"Noteboom Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4
395,D31,"Abrahams; Noteboom; Klaus Junge Var, QGD",1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5
396,D31,"Anti-Noteboom Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. Bg5
397,D31,"Beliavsky Line, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. Bg5 f6
398,D35,D35,1. d4 d5 2. c4 e6 3. Nc3 Nf6
399,D35,"Harrwitz; Rubinstein Var, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bf4
400,D50,"Modern Variation, QGD; D50",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5
401,D53,D53,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7
402,D53,"Heral Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6
403,D53,"Lasker Defense, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 Ne4
404,D55,D55,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3
405,D55,"Pillsbury Attack, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 b6 7. Bd3 Bb7 8. cxd5 exd5 9. Ne5
406,D55,"Neo Orthodox Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6
407,D56,D56,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4
408,D58,"Tartakower Variation, QGD; D58",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6
409,D59,"Exchange Variation, Tartakower Defense, QGD; D59",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6 8. cxd5 Nxd5
410,D56,"Lasker Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7
411,D57,D57,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5
412,D57,"Bernstein Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5 Nxc3 10. bxc3
413,D56,"Teichmann Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. Qc2
414,D55,"Anti-Tartakower Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bxf6
415,D55,"Petrosian Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bxf6 Bxf6 8. Rc1 c6 9. Bd3 Nd7 10. O-O dxc4
416,D60,"Orthodox Variation, QGD; D60",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7
417,D60,"Botvinnik Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Bd3
418,D60,"Rauzer Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qb3
419,D61,"Rubinstein Variation, Orthodox Defense, QGD; D61",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qc2
420,D62,D62,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Qc2 c5 8. cxd5
421,D63,D63,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1
422,D63,"Henneberger; Swiss Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 a6
423,D63,"Capablanca Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bb5
424,D63,"Pillsbury Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bd3
425,D63,"Rubinstein Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6
426,D66,D66,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3
427,D66,"Fianchetto Variation, Orthodox Defense, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 b5
428,D67,"Capablanca Freeing Maneuver, QGD; D67",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5
429,D67,"Alekhine Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. Bxe7 Qxe7 11. Ne4
430,D67,"Classical Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. Bxe7 Qxe7 11. O-O Nxc3 12. 1Rxc3
431,D68,D68,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. Bxe7 Qxe7 11. O-O Nxc3 12. 1Rxc3 e5
432,D69,D69,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. Bxe7 Qxe7 11. O-O Nxc3 12. 1Rxc3 e5 13. 1dxe5
433,D64,"Janowski Variation, Orthodox Defense, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Bd3 dxc4 9. Bxc4 Nd5 10. h4
434,D64,"Rubinstein Attack, Orthodox Defense, QGD; D64",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2
435,D65,D65,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 c6 8. Qc2 a6 9. cxd5
436,D54,"Neo-Orthodox Variation, QGD; D54",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Rc1
437,D50,"Uhlmann Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. Nf3 h6 6. Bh4 O-O 7. Rc1 dxc4
438,D50,Been & Koomen; Dutch & Peruvian,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5
439,D50,"Pseudo-Tarrasch Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. cxd5
440,D50,"Canal; Venice Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. cxd5 Qb6
441,D50,"Primitive Pillsbury Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5 5. Nf3 cxd4 6. Qxd4
442,D51,"Knight Defense, QGD; D51",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7
443,D51,"Manhattan; Westphalia Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 Bb4
444,D51,"Westphalian Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 Bb4 6. Nf3 c5
445,D52,D52,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3
446,D52,"Cambridge Springs; Pillsbury Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5
447,D52,"Bogoljubov Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Nd2 Bb4 8. Qc2
448,D52,"Argentine Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5 7. Nd2 Bb4 8. Qc2 O-O 9. Bh4
449,D51,"Alekhine Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. Nf3 c6 6. e4
450,D51,"Alekhine Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. Nf3 h6 6. Bh4 dxc4
451,D35,"Exchange Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5
452,D35,"Positional Variation, Exchange Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5
453,D36,"Reshevsky Variation, QGD; D36",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5 c6 6. Qc2
454,D35,"Saemisch Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Nf3 Nbd7 6. Bf4
455,D37,"Three Knights Variation, QGD; D37",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3
456,D38,"Ragozin Variation, QGD; D38",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Bb4
457,D39,"Vienna Variation, QGD; D39",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Bb4 5. Bg5 dxc4
458,D38,"Alekhine Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Bb4 5. Qa4
459,D37,"Harrwitz Attack, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Be7 5. Bf4
460,D40,"Semi-Tarrasch Variation, QGD; D40",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5
461,D40,"Pillsbury Variation, Semi-Tarrasch",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. Bg5
462,D41,D41,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5
463,D42,D42,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e3 Nc6 7. Bd3
464,D41,"San Sebastian Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 cxd4 8. cxd4 Bb4+ 9. Bd2 Bxd2+
465,D43,D43,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6
466,D43,"Anti-Meran Gambit, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5
467,D44,Semi-Slav Defense Accepted; D44,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 dxc4
468,D44,"Botvinnik Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 dxc4 6. e4 b5
469,D44,"Ekstrom Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. exf6 gxh4 10. Ne5
470,D44,"Lilienthal Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Nbd7
471,D44,"Alatortsev System, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 Nd5
472,D44,Anti-Moscow Gambit,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 h6 6. Bh4
473,D45,D45,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3
474,D45,"Acclerated Meran, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 a6
475,D45,"Normal Variation, Semi-Slav",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7
476,D46,D46,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3
477,D46,"Romi Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 Bb4
478,D46,"Chigorin Variation, QGD",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. e3 Nbd7 6. Bd3 Bd6
